location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Kasavanhalli,1476.0,3.0,0.0,89.0,3,6029.810298102981
Kasavanhalli,1493.0,3.0,2.0,82.0,3,5492.297387809779
Kasavanhalli,1200.0,2.0,2.0,50.0,2,4166.666666666667
Kasavanhalli,1115.0,2.0,2.0,50.0,2,4484.304932735426
Kasavanhalli,1125.0,2.0,1.0,61.2,2,5440.0
Kasavanhalli,1476.0,3.0,1.0,95.0,3,6436.314363143631
Kasavanhalli,1200.0,2.0,1.0,50.3,2,4191.666666666667
Kasavanhalli,1090.0,2.0,2.0,59.8,2,5486.238532110092
Kasavanhalli,1691.0,3.0,2.0,104.0,3,6150.206978119456
Kasavanhalli,1545.0,3.0,1.0,69.0,3,4466.019417475728
Kasavanhalli,1863.0,3.0,2.0,105.0,4,5636.070853462158
Kasavanhalli,1667.0,3.0,2.0,92.0,3,5518.896220755849
Kasavanhalli,1494.0,3.0,2.0,82.0,3,5488.621151271754
Kasavanhalli,1555.0,3.0,3.0,82.0,3,5273.311897106109
Kasavanhalli,770.0,1.0,1.0,43.82,1,5690.909090909091
Kasavanhalli,1147.0,2.0,1.0,60.0,2,5231.037489102006
Kasavanhalli,1375.0,2.0,2.0,72.0,2,5236.363636363636
Kasavanhalli,1200.0,2.0,2.0,60.0,2,5000.0
Kasavanhalli,1225.0,2.0,1.0,69.0,3,5632.65306122449
Kasavanhalli,1158.0,2.0,2.0,67.0,2,5785.837651122625
Kasavanhalli,1214.0,2.0,3.0,67.0,2,5518.945634266886
Kasavanhalli,1069.0,2.0,2.0,55.0,2,5144.9953227315245
Kasavanhalli,1100.0,2.0,1.0,68.0,2,6181.818181818182
Kasavanhalli,1715.0,3.0,3.0,112.0,3,6530.6122448979595
Kasavanhalli,1100.0,2.0,1.0,65.0,2,5909.090909090909
Kasavanhalli,1230.0,2.0,2.0,66.25,2,5386.178861788618
Kasavanhalli,1600.0,3.0,3.0,79.0,3,4937.5
Kasavanhalli,1245.0,2.0,2.0,80.0,2,6425.70281124498
Kasavanhalli,1377.0,2.0,2.0,80.0,2,5809.731299927378
Kasavanhalli,1181.0,2.0,1.0,61.0,2,5165.114309906859
Kasavanhalli,1121.0,2.0,2.0,75.0,2,6690.454950936663
Kasturi Nagar,1570.0,3.0,3.0,80.0,3,5095.541401273886
Kasturi Nagar,1565.0,3.0,2.0,88.5,3,5654.952076677317
Kasturi Nagar,1080.0,2.0,2.0,80.0,2,7407.407407407408
Kasturi Nagar,1101.0,2.0,2.0,65.0,2,5903.723887375114
Kasturi Nagar,1500.0,2.0,3.0,80.0,3,5333.333333333333
Kasturi Nagar,1100.0,2.0,2.0,58.0,2,5272.727272727273
Kasturi Nagar,1570.0,3.0,2.0,110.0,3,7006.369426751592
Kasturi Nagar,1000.0,2.0,0.0,58.0,2,5800.0
Kasturi Nagar,1101.0,2.0,2.0,66.0,2,5994.550408719346
Kathriguppe,1400.0,2.0,2.0,77.0,3,5500.0
Kathriguppe,1250.0,2.0,1.0,68.75,3,5500.0
Kathriguppe,1245.0,2.0,2.0,68.48,3,5500.401606425703
Kathriguppe,1350.0,2.0,1.0,87.01,3,6445.185185185185
Kathriguppe,1350.0,2.0,2.0,80.99,3,5999.259259259258
Kathriguppe,1365.0,2.0,2.0,75.08,3,5500.3663003663005
Kathriguppe,1300.0,3.0,2.0,77.99,3,5999.230769230769
Kathriguppe,1350.0,2.0,1.0,80.99,3,5999.259259259258
Kathriguppe,1390.0,2.0,2.0,76.45,3,5500.0
Kathriguppe,1350.0,3.0,3.0,78.3,3,5800.0
Kathriguppe,1250.0,2.0,2.0,68.75,3,5500.0
Kathriguppe,1300.0,3.0,2.0,77.99,3,5999.230769230769
Kathriguppe,1335.0,2.0,3.0,73.43,3,5500.374531835207
Kathriguppe,1300.0,3.0,2.0,77.99,3,5999.230769230769
Kathriguppe,1300.0,3.0,3.0,77.99,3,5999.230769230769
Kathriguppe,1335.0,2.0,2.0,73.43,3,5500.374531835207
Kathriguppe,1350.0,3.0,2.0,80.99,3,5999.259259259258
Kathriguppe,1250.0,2.0,1.0,68.75,2,5500.0
Kathriguppe,1350.0,3.0,2.0,80.99,3,5999.259259259258
Kaval Byrasandra,460.0,1.0,0.0,22.0,2,4782.608695652174
Kaval Byrasandra,1200.0,2.0,2.0,52.0,2,4333.333333333333
Kaval Byrasandra,1020.0,2.0,1.0,52.0,2,5098.0392156862745
Kaval Byrasandra,1200.0,2.0,1.0,49.5,2,4125.0
Kaval Byrasandra,945.0,2.0,2.0,50.0,2,5291.005291005291
Kaval Byrasandra,1060.0,2.0,2.0,45.0,2,4245.2830188679245
Kaval Byrasandra,1100.0,2.0,1.0,46.0,2,4181.818181818182
Kaval Byrasandra,1185.0,2.0,1.0,49.0,2,4135.021097046413
Kaval Byrasandra,997.0,2.0,3.0,53.0,2,5315.947843530592
Kaval Byrasandra,1060.0,2.0,2.0,42.0,2,3962.264150943396
Kaval Byrasandra,480.0,1.0,1.0,25.0,1,5208.333333333333
Kaval Byrasandra,1180.0,2.0,2.0,60.0,2,5084.745762711865
Kaval Byrasandra,1450.0,3.0,2.0,75.0,3,5172.413793103448
Kaval Byrasandra,1066.0,2.0,3.0,55.0,2,5159.474671669794
Kaval Byrasandra,1025.0,2.0,1.0,60.0,2,5853.658536585366
Kaval Byrasandra,1400.0,3.0,2.0,75.0,3,5357.142857142857
Kenchenahalli,1015.0,2.0,2.0,58.0,2,5714.285714285715
Kenchenahalli,715.0,1.0,1.0,45.0,1,6293.706293706294
Kenchenahalli,1150.0,2.0,2.0,58.0,2,5043.478260869565
Kenchenahalli,1280.0,2.0,2.0,69.0,3,5390.625
Kenchenahalli,1410.0,2.0,2.0,73.0,3,5177.304964539007
Kenchenahalli,870.0,1.0,1.0,45.0,2,5172.413793103448
Kenchenahalli,1150.0,2.0,2.0,60.0,2,5217.391304347826
Kenchenahalli,700.0,1.0,1.0,35.0,1,5000.0
Kenchenahalli,1060.0,2.0,2.0,52.0,2,4905.66037735849
Kenchenahalli,1150.0,2.0,2.0,57.0,2,4956.521739130435
Kenchenahalli,1015.0,2.0,2.0,60.0,2,5911.330049261083
Kengeri,1540.0,2.0,3.0,64.0,3,4155.8441558441555
Kengeri,750.0,2.0,1.0,38.0,2,5066.666666666667
Kengeri,1160.0,2.0,2.0,40.61,2,3500.862068965517
Kengeri,340.0,1.0,1.0,10.0,1,2941.176470588235
Kengeri,1197.0,2.0,2.0,50.0,2,4177.109440267335
Kengeri,1200.0,2.0,0.0,58.0,2,4833.333333333333
Kengeri,1188.0,2.0,2.0,38.0,3,3198.6531986531986
Kengeri,726.0,2.0,1.0,31.0,2,4269.972451790633
Kengeri,1250.0,3.0,3.0,48.0,3,3840.0
Kengeri,1025.0,2.0,2.0,57.0,2,5560.975609756098
Kengeri,1160.0,2.0,2.0,40.6,3,3500.0
Kengeri,750.0,2.0,2.0,22.0,2,2933.3333333333335
Kengeri,1082.0,2.0,1.0,49.0,3,4528.650646950093
Kengeri,1155.0,2.0,2.0,40.6,2,3515.151515151515
Kengeri,1255.0,2.0,2.0,50.0,2,3984.06374501992
Kengeri,750.0,2.0,1.0,36.0,2,4800.0
Kengeri,963.0,2.0,2.0,40.0,2,4153.686396677051
Kengeri,927.0,2.0,2.0,37.0,2,3991.3700107874865
Kengeri,726.0,2.0,1.0,35.0,2,4820.936639118458
Kengeri,918.0,2.0,1.0,27.54,2,3000.0
Kengeri,416.0,1.0,1.0,19.5,1,4687.5
Kengeri,900.0,2.0,2.0,45.0,2,5000.0
Kengeri,900.0,2.0,0.0,30.0,2,3333.3333333333335
Kengeri,787.0,2.0,1.0,31.0,2,3939.0088945362136
Kengeri,502.0,1.0,1.0,25.0,1,4980.0796812749
Kengeri,1470.0,3.0,3.0,50.0,3,3401.360544217687
Kengeri,1200.0,3.0,1.0,67.0,3,5583.333333333333
Kengeri,725.0,2.0,1.0,30.0,2,4137.931034482759
Kengeri,500.0,1.0,1.0,17.0,1,3400.0
Kengeri,540.0,1.0,1.0,22.5,1,4166.666666666667
Kengeri,750.0,2.0,1.0,35.5,2,4733.333333333333
Kengeri,1436.0,2.0,2.0,55.0,3,3830.08356545961
Kengeri,1200.0,2.0,0.0,58.0,2,4833.333333333333
Kengeri,400.0,2.0,1.0,25.0,1,6250.0
Kengeri,1230.0,2.0,2.0,45.0,2,3658.5365853658536
Kengeri,1230.0,2.0,2.0,52.0,3,4227.642276422765
Kengeri,750.0,2.0,1.0,36.5,2,4866.666666666667
Kengeri,1000.0,2.0,2.0,34.0,2,3400.0
Kengeri,416.0,1.0,1.0,18.0,1,4326.923076923077
Kengeri,1245.0,2.0,2.0,43.57,3,3499.598393574297
Kengeri,883.0,2.0,0.0,49.0,2,5549.263873159683
Kengeri,1052.0,2.0,2.0,51.0,2,4847.9087452471485
Kengeri,1009.0,2.0,1.0,30.27,2,3000.0
Kengeri,1220.0,2.0,2.0,63.0,2,5163.934426229508
Kengeri,1192.0,2.0,2.0,53.5,2,4488.255033557047
Kengeri,1200.0,2.0,3.0,42.0,2,3500.0
Kengeri,750.0,2.0,1.0,40.0,2,5333.333333333333
Kengeri,600.0,1.0,1.0,35.0,1,5833.333333333333
Kengeri,633.0,1.0,1.0,18.0,2,2843.6018957345973
Kengeri,1035.0,2.0,1.0,51.5,2,4975.84541062802
Kengeri,410.0,1.0,1.0,15.0,1,3658.5365853658536
Kengeri,400.0,1.0,1.0,25.0,1,6250.0
Kengeri,416.0,1.0,1.0,17.19,1,4132.211538461539
Kengeri,1160.0,2.0,2.0,40.6,2,3500.0
Kengeri,550.0,1.0,1.0,16.75,1,3045.4545454545455
Kengeri Satellite Town,890.0,2.0,1.0,35.0,2,3932.5842696629215
Kengeri Satellite Town,883.0,2.0,1.0,45.0,2,5096.262740656852
Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3,4664.310954063604
Kengeri Satellite Town,930.0,1.0,1.0,30.0,1,3225.8064516129034
Kengeri Satellite Town,1050.0,2.0,2.0,43.0,2,4095.2380952380954
Kengeri Satellite Town,1007.0,2.0,3.0,42.0,2,4170.8043694141015
Kengeri Satellite Town,635.0,1.0,1.0,22.0,2,3464.566929133858
Kengeri Satellite Town,818.0,2.0,1.0,26.0,2,3178.484107579462
Kengeri Satellite Town,1030.0,2.0,2.0,50.0,2,4854.368932038835
Kengeri Satellite Town,1200.0,2.0,1.0,65.0,2,5416.666666666667
Kengeri Satellite Town,795.0,2.0,2.0,32.0,2,4025.1572327044023
Kengeri Satellite Town,560.0,2.0,1.0,16.6,2,2964.2857142857147
Kengeri Satellite Town,800.0,2.0,1.0,40.0,2,5000.0
Kengeri Satellite Town,654.0,1.0,1.0,22.0,1,3363.914373088685
Kengeri Satellite Town,1060.0,2.0,3.0,42.0,2,3962.264150943396
Kengeri Satellite Town,750.0,2.0,1.0,33.0,2,4400.0
Kengeri Satellite Town,920.0,2.0,3.0,39.0,2,4239.130434782609
Kengeri Satellite Town,985.0,2.0,2.0,42.0,2,4263.959390862944
Kengeri Satellite Town,410.0,1.0,1.0,15.0,1,3658.5365853658536
Kengeri Satellite Town,1120.0,2.0,2.0,49.0,2,4375.0
Kengeri Satellite Town,1450.0,2.0,3.0,50.0,3,3448.2758620689656
Kengeri Satellite Town,1200.0,5.0,2.0,70.0,5,5833.333333333333
Kengeri Satellite Town,1110.0,2.0,1.0,43.0,2,3873.873873873874
Kengeri Satellite Town,1170.0,2.0,3.0,50.0,2,4273.504273504273
Kengeri Satellite Town,777.4,2.0,0.0,25.0,2,3215.8476974530486
Kengeri Satellite Town,1025.0,2.0,1.0,28.57,2,2787.317073170732
Kengeri Satellite Town,1191.0,2.0,2.0,33.34,3,2799.3282955499585
Kengeri Satellite Town,800.0,2.0,1.0,32.0,2,4000.0
Kereguddadahalli,950.0,2.0,1.0,32.0,2,3368.4210526315787
Kereguddadahalli,1400.0,2.0,2.0,48.0,3,3428.5714285714284
Kereguddadahalli,800.0,2.0,2.0,28.0,2,3500.0
Kereguddadahalli,904.0,2.0,1.0,30.0,2,3318.5840707964603
Kereguddadahalli,1300.0,2.0,2.0,39.0,3,3000.0
Kereguddadahalli,1000.0,2.0,2.0,30.0,2,3000.0
Kereguddadahalli,1240.0,3.0,2.0,41.0,3,3306.451612903226
Kereguddadahalli,600.0,1.0,1.0,19.5,1,3250.0
Kereguddadahalli,1080.0,2.0,2.0,32.0,2,2962.962962962963
Kereguddadahalli,1000.0,2.0,1.0,34.0,2,3400.0
Kereguddadahalli,1400.0,2.0,2.0,42.0,3,3000.0
Kereguddadahalli,1280.0,3.0,1.0,42.0,3,3281.25
Kereguddadahalli,1015.0,2.0,1.0,35.0,2,3448.2758620689656
Kodichikkanahalli,1190.0,2.0,2.0,57.0,3,4789.915966386555
Kodichikkanahalli,995.0,2.0,1.0,41.0,2,4120.603015075377
Kodichikkanahalli,650.0,1.0,2.0,38.0,1,5846.153846153846
Kodichikkanahalli,1495.0,2.0,2.0,75.0,3,5016.722408026756
Kodichikkanahalli,1125.0,2.0,1.0,52.0,2,4622.222222222223
Kodichikkanahalli,1150.0,2.0,3.0,48.0,2,4173.913043478261
Kodichikkanahalli,1070.0,2.0,3.0,43.0,2,4018.691588785047
Kodichikkanahalli,1560.0,2.0,2.0,65.0,3,4166.666666666667
Kodichikkanahalli,1025.0,2.0,2.0,66.0,2,6439.024390243902
Kodichikkanahalli,1026.0,2.0,1.0,45.0,2,4385.964912280701
Kodichikkanahalli,450.0,1.0,1.0,18.0,1,4000.0
Kodichikkanahalli,907.0,2.0,2.0,38.5,2,4244.7629547960305
Kodichikkanahalli,1181.0,2.0,2.0,57.0,2,4826.418289585097
Kodichikkanahalli,900.0,2.0,1.0,42.0,2,4666.666666666667
Kodichikkanahalli,1060.0,2.0,1.0,34.0,2,3207.5471698113206
Kodichikkanahalli,1310.0,2.0,2.0,53.0,3,4045.8015267175574
Kodichikkanahalli,1400.0,3.0,3.0,66.0,3,4714.285714285715
Kodichikkanahalli,976.0,2.0,1.0,50.0,2,5122.950819672131
Kodichikkanahalli,1299.0,2.0,3.0,58.0,2,4464.973056197075
Kodichikkanahalli,900.0,2.0,1.0,35.0,2,3888.8888888888887
Kodigehaali,1166.0,2.0,2.0,55.0,2,4716.981132075472
Kodigehaali,1320.0,3.0,0.0,65.0,3,4924.242424242424
Kodigehaali,1117.0,2.0,2.0,56.0,2,5013.428827215756
Kodigehaali,1200.0,2.0,1.0,55.0,2,4583.333333333333
Kodigehaali,1200.0,2.0,2.0,60.0,2,5000.0
Kodigehaali,1013.0,2.0,1.0,51.0,2,5034.550839091807
Kodigehaali,1324.0,3.0,2.0,65.0,3,4909.365558912386
Kodigehaali,965.0,2.0,1.0,38.0,2,3937.8238341968913
Kodigehaali,866.0,2.0,2.0,32.0,2,3695.150115473441
Kodigehaali,1442.0,3.0,2.0,80.0,3,5547.850208044383
Kodihalli,1620.0,3.0,2.0,130.0,3,8024.691358024691
Kodihalli,1000.0,2.0,1.0,62.0,2,6200.0
Kogilu,1664.0,2.0,3.0,73.95,3,4444.110576923077
Kogilu,1170.0,2.0,1.0,51.99,2,4443.589743589743
Kogilu,650.0,2.0,0.0,28.0,2,4307.692307692308
Kogilu,1140.0,2.0,1.0,50.66,2,4443.859649122807
Kogilu,1200.0,2.0,1.0,53.33,2,4444.166666666667
Kogilu,540.0,1.0,0.0,36.0,1,6666.666666666667
Kogilu,1190.0,2.0,2.0,50.66,2,4257.142857142857
Kogilu,1140.0,2.0,2.0,50.66,2,4443.859649122807
Kogilu,700.0,1.0,1.0,30.84,1,4405.714285714285
Kogilu,1250.0,2.0,1.0,55.55,2,4444.0
Kogilu,1200.0,2.0,1.0,53.33,2,4444.166666666667
Kogilu,952.0,2.0,2.0,49.0,2,5147.058823529412
Kogilu,700.0,1.0,1.0,30.84,1,4405.714285714285
Kogilu,1250.0,2.0,1.0,55.55,2,4444.0
Kogilu,2456.0,7.0,2.0,85.0,7,3460.912052117264
Kogilu,1140.0,2.0,2.0,50.66,2,4443.859649122807
Kogilu,1140.0,2.0,2.0,50.66,2,4443.859649122807
Konanakunte,884.0,1.0,0.0,58.0,2,6561.085972850678
Konanakunte,1400.0,2.0,1.0,73.0,3,5214.285714285715
Konanakunte,1590.0,6.0,1.0,150.0,9,9433.962264150943
Konanakunte,1423.0,2.0,2.0,85.0,3,5973.295853829937
Koramangala,1475.0,2.0,3.0,90.0,3,6101.6949152542375
Koramangala,1253.0,2.0,1.0,102.0,2,8140.462889066241
Koramangala,1580.0,3.0,2.0,160.0,3,10126.582278481013
Koramangala,1120.0,2.0,0.0,65.0,2,5803.571428571428
Koramangala,1005.0,1.0,1.0,110.0,2,10945.273631840795
Koramangala,1290.0,2.0,3.0,100.0,2,7751.937984496124
Koramangala,1300.0,2.0,3.0,110.0,2,8461.538461538461
Koramangala,1325.0,2.0,2.0,119.0,2,8981.132075471698
Koramangala,1140.0,2.0,1.0,75.2,2,6596.491228070176
Koramangala,1260.0,2.0,3.0,100.0,2,7936.507936507936
Koramangala,1320.0,2.0,2.0,110.0,2,8333.333333333334
Koramangala,1615.0,3.0,2.0,115.0,3,7120.743034055728
Koramangala,1300.0,2.0,2.0,82.0,2,6307.692307692308
Koramangala,1500.0,3.0,1.0,135.0,3,9000.0
Koramangala,1083.0,2.0,1.0,100.0,2,9233.610341643584
Koramangala,1180.0,2.0,1.0,128.0,2,10847.457627118643
Koramangala,1370.0,2.0,2.0,125.0,2,9124.087591240876
Koramangala,1100.0,2.0,2.0,85.0,2,7727.272727272727
Koramangala,1249.0,2.0,1.0,165.0,2,13210.56845476381
Koramangala,1200.0,2.0,2.0,100.0,2,8333.333333333334
Koramangala,1745.0,3.0,3.0,98.0,3,5616.045845272206
Koramangala,1350.0,2.0,2.0,103.0,2,7629.62962962963
Koramangala,1355.0,2.0,2.0,95.0,2,7011.070110701107
Koramangala,1600.0,3.0,1.0,170.0,3,10625.0
Koramangala,1260.0,2.0,1.0,100.0,2,7936.507936507936
Kothannur,1206.0,2.0,1.0,48.23,2,3999.1708126036483
Kothannur,1275.0,2.0,2.0,43.85,3,3439.2156862745096
Kothannur,1100.0,2.0,2.0,40.0,2,3636.3636363636365
Kothannur,1197.0,2.0,1.0,47.88,2,4000.0
Kothannur,1197.0,2.0,1.0,47.8,2,3993.316624895572
Kothannur,1070.0,2.0,1.0,42.79,2,3999.0654205607475
Kothannur,1270.0,3.0,2.0,45.0,3,3543.3070866141734
Kothannur,1275.0,3.0,2.0,44.0,3,3450.9803921568628
Kothannur,1070.0,2.0,2.0,38.6,2,3607.4766355140187
Kothannur,1485.0,2.0,2.0,59.4,3,4000.0
Kothannur,1215.0,2.0,3.0,48.6,3,4000.0
Kothannur,1404.0,2.0,1.0,56.15,3,3999.287749287749
Kothanur,1200.0,2.0,1.0,51.0,2,4250.0
Kothanur,1186.0,2.0,2.0,58.0,2,4890.387858347386
Kothanur,1577.0,3.0,1.0,70.0,3,4438.807863031072
Kothanur,1580.0,3.0,3.0,76.0,3,4810.126582278481
Kothanur,1435.0,3.0,3.0,70.0,3,4878.048780487805
Kothanur,1187.0,2.0,2.0,58.0,2,4886.2679022746415
Kothanur,1460.0,3.0,3.0,71.0,3,4863.013698630137
Kothanur,1185.0,2.0,2.0,59.0,2,4978.9029535864975
Kothanur,1436.0,3.0,3.0,70.0,3,4874.651810584958
Kothanur,1462.0,3.0,3.0,71.0,3,4856.361149110807
Kothanur,1583.0,3.0,3.0,76.1,3,4807.327858496525
Kothanur,1070.0,2.0,1.0,45.5,2,4252.336448598131
Kothanur,1145.0,2.0,2.0,56.0,2,4890.829694323144
Kothanur,627.0,1.0,1.0,30.0,1,4784.688995215311
Kothanur,1185.0,2.0,2.0,58.0,2,4894.514767932489
Kothanur,1075.0,2.0,2.0,53.0,2,4930.232558139535
Kothanur,1141.0,2.0,2.0,54.0,2,4732.690622261174
Kothanur,1365.0,3.0,3.0,66.0,3,4835.1648351648355
Kothanur,1160.0,2.0,2.0,57.0,2,4913.793103448276
Kothanur,1095.0,2.0,2.0,55.0,2,5022.83105022831
Kothanur,1142.0,2.0,2.0,56.0,2,4903.6777583187395
Kothanur,1074.0,2.0,2.0,54.0,2,5027.932960893855
Kothanur,1285.0,2.0,1.0,60.0,2,4669.260700389105
Kothanur,1075.0,2.0,2.0,53.0,2,4930.232558139535
Kothanur,1140.0,2.0,2.0,56.0,2,4912.2807017543855
Kothanur,1581.0,3.0,3.0,76.0,3,4807.084123972169
Kothanur,1385.0,3.0,3.0,67.0,3,4837.545126353791
Kothanur,1140.0,2.0,2.0,56.0,2,4912.2807017543855
Kothanur,1185.0,2.0,2.0,59.0,2,4978.9029535864975
Kothanur,1581.0,3.0,3.0,76.0,3,4807.084123972169
Kothanur,1130.0,2.0,2.0,55.0,2,4867.256637168141
Kothanur,1094.0,2.0,2.0,54.0,2,4936.014625228519
Kothanur,1170.0,3.0,2.0,80.0,3,6837.606837606838
Kothanur,1400.0,2.0,2.0,65.0,2,4642.857142857143
Kothanur,1195.0,2.0,2.0,59.0,2,4937.238493723849
Kothanur,1454.0,3.0,3.0,71.5,3,4917.469050894085
Kudlu,1152.0,2.0,1.0,53.5,2,4644.097222222223
Kudlu,1027.0,2.0,2.0,43.0,2,4186.952288218111
Kudlu,1092.0,2.0,2.0,44.0,2,4029.3040293040294
Kudlu,1027.0,2.0,2.0,43.0,2,4186.952288218111
Kudlu,1092.0,2.0,2.0,44.0,2,4029.3040293040294
Kudlu,1143.0,2.0,1.0,55.0,2,4811.898512685914
Kudlu,1455.0,2.0,3.0,60.0,3,4123.711340206186
Kudlu,1024.0,2.0,2.0,44.0,2,4296.875
Kudlu,1570.0,2.0,2.0,65.94,3,4200.0
Kudlu,1600.0,3.0,3.0,79.0,3,4937.5
Kudlu,1027.0,2.0,2.0,42.0,2,4089.581304771178
Kudlu,1076.0,2.0,1.0,50.0,2,4646.840148698885
Kudlu,1027.0,2.0,2.0,44.0,2,4284.323271665044
Kudlu,1084.0,2.0,1.0,53.0,2,4889.29889298893
Kudlu,1300.0,2.0,2.0,56.0,2,4307.692307692308
Kudlu,1027.0,2.0,2.0,44.0,2,4284.323271665044
Kudlu,1245.0,2.0,1.0,60.0,3,4819.277108433735
Kudlu,1027.0,2.0,1.0,44.0,2,4284.323271665044
Kudlu,1110.0,2.0,1.0,46.0,2,4144.144144144144
Kudlu,1027.0,2.0,2.0,44.0,2,4284.323271665044
Kudlu,720.0,1.0,1.0,33.0,1,4583.333333333333
Kudlu,1027.0,2.0,2.0,44.0,2,4284.323271665044
Kudlu,1162.0,2.0,1.0,52.0,2,4475.043029259897
Kudlu,1041.0,2.0,1.0,53.0,2,5091.258405379443
Kudlu Gate,1535.0,3.0,2.0,83.0,3,5407.166123778502
Kudlu Gate,1535.0,3.0,2.0,85.0,3,5537.459283387622
Kudlu Gate,1535.0,3.0,1.0,78.0,3,5081.4332247557
Kudlu Gate,1535.0,3.0,2.0,86.0,3,5602.605863192182
Kudlu Gate,1238.0,2.0,3.0,55.0,2,4442.64943457189
Kudlu Gate,1535.0,3.0,2.0,86.0,3,5602.605863192182
Kudlu Gate,1532.0,3.0,2.0,83.0,3,5417.754569190601
Kudlu Gate,1113.0,2.0,1.0,50.0,2,4492.36298292902
Kudlu Gate,1185.0,2.0,1.0,50.0,2,4219.4092827004215
Kudlu Gate,1664.0,3.0,2.0,68.0,3,4086.5384615384614
Kudlu Gate,1656.0,3.0,2.0,80.0,3,4830.917874396136
Kudlu Gate,1656.0,3.0,2.0,75.0,3,4528.985507246377
Kudlu Gate,812.0,2.0,1.0,38.25,2,4710.591133004926
Kudlu Gate,1464.0,3.0,3.0,56.0,2,3825.136612021858
Kudlu Gate,1535.0,3.0,2.0,85.0,3,5537.459283387622
Kudlu Gate,1432.0,2.0,2.0,61.11,3,4267.458100558659
Kudlu Gate,1310.0,2.0,2.0,53.0,2,4045.8015267175574
Kumaraswami Layout,1270.0,4.0,1.0,128.0,5,10078.740157480315
Kumaraswami Layout,1000.0,2.0,1.0,48.5,2,4850.0
Kumaraswami Layout,1000.0,2.0,1.0,58.0,2,5800.0
Kumaraswami Layout,2400.0,7.0,1.0,125.0,7,5208.333333333333
Kumaraswami Layout,1310.0,2.0,1.0,70.0,3,5343.511450381679
Kumaraswami Layout,850.0,1.0,1.0,78.0,1,9176.470588235294
Kumaraswami Layout,1310.0,2.0,1.0,85.0,3,6488.5496183206105
Kumaraswami Layout,2040.0,4.0,3.0,123.0,7,6029.411764705882
Kumaraswami Layout,1200.0,3.0,1.0,75.0,3,6250.0
Kumaraswami Layout,1081.0,2.0,3.0,60.0,2,5550.416281221092
Kundalahalli,735.0,2.0,1.0,57.99,2,7889.7959183673465
Kundalahalli,1047.0,2.0,1.0,82.0,2,7831.900668576886
Kundalahalli,1397.0,3.0,3.0,105.0,3,7516.1059413027915
Kundalahalli,1397.0,3.0,2.0,110.0,3,7874.0157480314965
Kundalahalli,1397.0,3.0,2.0,104.0,3,7444.523979957051
Kundalahalli,1397.0,3.0,3.0,108.0,3,7730.851825340014
Kundalahalli,1397.0,3.0,3.0,105.0,3,7516.1059413027915
Kundalahalli,1047.0,2.0,1.0,84.0,2,8022.9226361031515
Kundalahalli,1047.0,2.0,1.0,83.0,2,7927.411652340019
Kundalahalli,1047.0,2.0,1.0,82.62,2,7891.117478510028
Kundalahalli,1496.0,2.0,3.0,78.0,3,5213.903743315508
Kundalahalli,1047.0,2.0,1.0,89.0,2,8500.477554918816
Kundalahalli,1397.0,3.0,3.0,105.0,3,7516.1059413027915
Kundalahalli,1047.0,2.0,1.0,72.0,2,6876.790830945559
Kundalahalli,1065.0,2.0,1.0,70.0,2,6572.769953051643
Kundalahalli,1315.0,2.0,3.0,74.0,2,5627.376425855513
Kundalahalli,1724.0,3.0,3.0,140.0,3,8120.649651972158
Kundalahalli,1175.0,2.0,1.0,65.0,2,5531.914893617021
LB Shastri Nagar,1600.0,3.0,2.0,65.0,3,4062.5
LB Shastri Nagar,1043.0,2.0,2.0,55.0,2,5273.250239693192
LB Shastri Nagar,1184.0,2.0,1.0,69.0,2,5827.7027027027025
LB Shastri Nagar,665.0,1.0,2.0,32.0,1,4812.0300751879695
LB Shastri Nagar,1250.0,2.0,2.0,48.5,2,3880.0
LB Shastri Nagar,1400.0,2.0,2.0,80.0,3,5714.285714285715
LB Shastri Nagar,1184.0,2.0,1.0,62.0,2,5236.486486486487
LB Shastri Nagar,1200.0,2.0,1.0,47.0,2,3916.6666666666665
LB Shastri Nagar,1200.0,2.0,1.0,75.0,2,6250.0
LB Shastri Nagar,1000.0,2.0,1.0,49.5,2,4950.0
Laggere,1200.0,3.0,1.0,130.0,3,10833.333333333334
Laggere,1200.0,2.0,0.0,75.0,2,6250.0
Laggere,620.0,2.0,0.0,48.0,1,7741.935483870968
Laggere,1800.0,8.0,1.0,110.0,8,6111.111111111111
Lakshminarayana Pura,1185.0,2.0,2.0,75.0,2,6329.113924050633
Lakshminarayana Pura,1180.0,2.0,2.0,75.0,2,6355.932203389831
Lakshminarayana Pura,1172.0,2.0,2.0,82.0,2,6996.587030716723
Lakshminarayana Pura,1179.0,2.0,1.0,75.0,2,6361.323155216285
Lakshminarayana Pura,1149.0,2.0,1.0,75.0,2,6527.415143603133
Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2,7485.029940119761
Lakshminarayana Pura,1175.0,2.0,2.0,75.0,2,6382.978723404255
Lakshminarayana Pura,1190.0,2.0,1.0,75.0,2,6302.5210084033615
Lakshminarayana Pura,1200.0,2.0,1.0,75.0,2,6250.0
Lakshminarayana Pura,1200.0,2.0,2.0,75.0,2,6250.0
Lakshminarayana Pura,1165.0,2.0,2.0,75.0,2,6437.768240343347
